"Type";"ScopeMGLevel";"Scope";"ScopeId";"PolicyDisplayName";"PolicyDefinitionName";"PolicyDefinitionId";"PolicyVersion";"PolicyEffect";"PolicyCategory";"UniqueAssignmentsCount";"UsedInPolicySetsCount";"UsedInPolicySet4CSV";"CreatedOn";"CreatedBy";"UpdatedOn";"UpdatedBy";"ALZ";"ALZState";"ALZLatestVer";"ALZIdentificationLevel";"ALZPolicyName"
"BuiltIn";;;;"Enable logging by category group for Relays (microsoft.relay/namespaces) to Log Analytics";"56ae9f08-b8c9-4a0f-8f58-5dbcd63bef84";"/providers/microsoft.authorization/policydefinitions/56ae9f08-b8c9-4a0f-8f58-5dbcd63bef84";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"1";"Enable allLogs category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/0884adba-2312-4468-abeb-5422caed1038)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Azure Stack HCI servers should meet Secured-core requirements";"56c47221-b8b7-446e-9ab7-c7c9dc07f0ad";"/providers/microsoft.authorization/policydefinitions/56c47221-b8b7-446e-9ab7-c7c9dc07f0ad";"1.1.0-deprecated";"Default: Disabled; Allowed: Audit,Disabled";"Stack HCI";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Kubernetes cluster containers should not use forbidden sysctl interfaces";"56d0a13f-712f-466b-8416-56fb354fb823";"/providers/microsoft.authorization/policydefinitions/56d0a13f-712f-466b-8416-56fb354fb823";"7.2.0";"Default: Audit; Allowed: audit,Audit,deny,Deny,disabled,Disabled";"Kubernetes";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Configure Linux VMs to install AMA for ChangeTracking and Inventory with user-assigned managed identity";"56d0ed2b-60fc-44bf-af81-a78c851b5fe1";"/providers/microsoft.authorization/policydefinitions/56d0ed2b-60fc-44bf-af81-a78c851b5fe1";"1.5.0-preview";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"ChangeTrackingAndInventory";"0";"2";"[Preview]: Enable ChangeTracking and Inventory for virtual machines (/providers/microsoft.authorization/policysetdefinitions/92a36f05-ebc9-4bba-9128-b47ad2ea3354), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Address information security issues";"56fb5173-3865-5a5d-5fad-ae33e53e1577";"/providers/microsoft.authorization/policydefinitions/56fb5173-3865-5a5d-5fad-ae33e53e1577";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"3";"HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"IP firewall rules on Azure Synapse workspaces should be removed";"56fd377d-098c-4f02-8406-81eb055902b8";"/providers/microsoft.authorization/policydefinitions/56fd377d-098c-4f02-8406-81eb055902b8";"1.0.0";"Default: Audit; Allowed: Audit,Disabled";"Synapse";"0";"2";"[Preview]: Reserve Bank of India - IT Framework for NBFC (/providers/microsoft.authorization/policysetdefinitions/7f89f09c-48c1-f28d-1bd5-84f3fb22f86c), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Establish terms and conditions for processing resources";"5715bf33-a5bd-1084-4e19-bc3c83ec1c35";"/providers/microsoft.authorization/policydefinitions/5715bf33-a5bd-1084-4e19-bc3c83ec1c35";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"8";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure App Service apps to disable local authentication for FTP deployments";"572e342c-c920-4ef5-be2e-1ed3c6a51dc5";"/providers/microsoft.authorization/policydefinitions/572e342c-c920-4ef5-be2e-1ed3c6a51dc5";"1.0.3";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"App Service";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"App Service apps should not have CORS configured to allow every resource to access your apps";"5744710e-cc2f-4ee8-8809-3b11e89f4bc9";"/providers/microsoft.authorization/policydefinitions/5744710e-cc2f-4ee8-8809-3b11e89f4bc9";"2.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"App Service";"0";"24";"[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92), [Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Deprecated]: DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), [Deprecated]: New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a), [Deprecated]: New Zealand ISM Restricted v3.5 (/providers/microsoft.authorization/policysetdefinitions/93d2179e-3068-c82f-2428-d614ae836a04), [Preview]: Australian Government ISM PROTECTED (/providers/microsoft.authorization/policysetdefinitions/27272c0b-c225-4cc3-b8b0-f2534b093077), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: Control the use of App Service in a Virtual Enclave (/providers/microsoft.authorization/policysetdefinitions/528d78c5-246c-4f26-ade6-d30798705411), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), [Preview]: Reserve Bank of India - IT Framework for Banks (/providers/microsoft.authorization/policysetdefinitions/d0d5578d-cc08-2b22-31e3-f525374f235a), [Preview]: SWIFT CSP-CSCF v2021 (/providers/microsoft.authorization/policysetdefinitions/abf84fac-f817-a70c-14b5-47eec767458a), Canada Federal PBMM (/providers/microsoft.authorization/policysetdefinitions/4c4a5f27-de81-430b-b4e5-9cbd50595a87), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f), RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"App Service app slots should enable configuration routing to Azure Virtual Network";"5747353b-1ca9-42c1-a4dd-b874b894f3d4";"/providers/microsoft.authorization/policydefinitions/5747353b-1ca9-42c1-a4dd-b874b894f3d4";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"App Service";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Windows machines should be configured to use secure communication protocols";"5752e6d6-1206-46d8-8ab1-ecc2f71a8112";"/providers/microsoft.authorization/policydefinitions/5752e6d6-1206-46d8-8ab1-ecc2f71a8112";"4.1.1";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Guest Configuration";"0";"23";"[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Deprecated]: DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), [Deprecated]: New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a), [Deprecated]: New Zealand ISM Restricted v3.5 (/providers/microsoft.authorization/policysetdefinitions/93d2179e-3068-c82f-2428-d614ae836a04), [Preview]: Australian Government ISM PROTECTED (/providers/microsoft.authorization/policysetdefinitions/27272c0b-c225-4cc3-b8b0-f2534b093077), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), [Preview]: Reserve Bank of India - IT Framework for Banks (/providers/microsoft.authorization/policysetdefinitions/d0d5578d-cc08-2b22-31e3-f525374f235a), [Preview]: SWIFT CSP-CSCF v2020 (/providers/microsoft.authorization/policysetdefinitions/3e0c67fc-8c7c-406c-89bd-6b6bdc986a22), [Preview]: SWIFT CSP-CSCF v2021 (/providers/microsoft.authorization/policysetdefinitions/abf84fac-f817-a70c-14b5-47eec767458a), Canada Federal PBMM (/providers/microsoft.authorization/policysetdefinitions/4c4a5f27-de81-430b-b4e5-9cbd50595a87), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d), UK OFFICIAL and UK NHS (/providers/microsoft.authorization/policysetdefinitions/3937f550-eedd-4639-9c5e-294358be442e)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Automate approval request for proposed changes";"575ed5e8-4c29-99d0-0e4d-689fb1d29827";"/providers/microsoft.authorization/policydefinitions/575ed5e8-4c29-99d0-0e4d-689fb1d29827";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"7";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Document security functional requirements in acquisition contracts";"57927290-8000-59bf-3776-90c468ac5b4b";"/providers/microsoft.authorization/policydefinitions/57927290-8000-59bf-3776-90c468ac5b4b";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"10";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for MedTech service (microsoft.healthcareapis/workspaces/iotconnectors) to Storage";"5798b390-1b02-47b7-88fb-90adf07e8d1b";"/providers/microsoft.authorization/policydefinitions/5798b390-1b02-47b7-88fb-90adf07e8d1b";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"1";"Enable allLogs category group resource logging for supported resources to storage (/providers/microsoft.authorization/policysetdefinitions/b6b86da9-e527-49de-ac59-6af0a9db10b8)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Develop an enterprise architecture";"57adc919-9dca-817c-8197-64d812070316";"/providers/microsoft.authorization/policydefinitions/57adc919-9dca-817c-8197-64d812070316";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Configure supported Linux virtual machine scale sets to automatically install the Guest Attestation extension";"57c2e3f0-98cf-4c3b-aa6b-e8f70726e74e";"/providers/microsoft.authorization/policydefinitions/57c2e3f0-98cf-4c3b-aa6b-e8f70726e74e";"6.1.0-preview";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Security Center";"0";"1";"[Preview]: Configure prerequisites to enable Guest Attestation on Trusted Launch enabled VMs (/providers/microsoft.authorization/policysetdefinitions/281d9e47-d14d-4f05-b8eb-18f2c4a034ff)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Kubernetes cluster Windows containers should only run with approved user and domain user group";"57dde185-5c62-4063-b965-afbb201e9c1c";"/providers/microsoft.authorization/policydefinitions/57dde185-5c62-4063-b965-afbb201e9c1c";"2.2.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Kubernetes";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Sets automountServiceAccountToken in the Pod spec in containers to false.";"57f274ef-580a-4ed2-bcf8-5c6fa3775253";"/providers/microsoft.authorization/policydefinitions/57f274ef-580a-4ed2-bcf8-5c6fa3775253";"1.1.0-preview";"Default: Mutate; Allowed: Disabled,Mutate";"Kubernetes";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure Azure Event Hub namespaces to disable local authentication";"57f35901-8389-40bb-ac49-3ba4f86d889d";"/providers/microsoft.authorization/policydefinitions/57f35901-8389-40bb-ac49-3ba4f86d889d";"1.0.1";"Default: Modify; Allowed: Disabled,Modify";"Event Hub";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure disk access resources with private endpoints";"582bd7a6-a5f6-4dc6-b9dc-9cb81fe0d4c5";"/providers/microsoft.authorization/policydefinitions/582bd7a6-a5f6-4dc6-b9dc-9cb81fe0d4c5";"1.0.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Compute";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Windows machines should meet requirements for 'System Audit Policies - Detailed Tracking'";"58383b73-94a9-4414-b382-4146eb02611b";"/providers/microsoft.authorization/policydefinitions/58383b73-94a9-4414-b382-4146eb02611b";"3.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Guest Configuration";"0";"2";"[Preview]: Windows machines should meet requirements for the Azure compute security baseline (/providers/microsoft.authorization/policysetdefinitions/be7a78aa-3e10-4153-a5fd-8c6506dbc821), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab)";;;;;"False";"";"";"";""
"BuiltIn";;;;"CosmosDB accounts should use private link";"58440f8a-10c5-4151-bdce-dfbaad4a20b7";"/providers/microsoft.authorization/policydefinitions/58440f8a-10c5-4151-bdce-dfbaad4a20b7";"1.0.0";"Default: Audit; Allowed: Audit,Disabled";"Cosmos DB";"0";"12";"[Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: Control the use of CosmosDB in a Virtual Enclave (/providers/microsoft.authorization/policysetdefinitions/6bd484ca-ae8d-46cf-9b33-e1feef84bfba), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), CIS Microsoft Azure Foundations Benchmark v2.0.0 (/providers/microsoft.authorization/policysetdefinitions/06f19060-9e68-4070-92ca-f15cc126059e), Evaluate Private Link Usage Across All Supported Azure Resources (/providers/microsoft.authorization/policysetdefinitions/7379ef4c-89b0-48b6-a5cc-fd3a75eaef93), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f)";;;;;"False";"";"";"";""
